CODIGO_ACTIVIDAD,DESCRIPCION_ACTIVIDAD,ANIO,CODIGO_ENTIDAD,ENTIDAD,H000B_Y_H000C_I000B_Y_I000C,H000B_Y_I000B,H000C_Y_I000C,H000A_H000B_Y_H000C,H000B,H000C,I000B_Y_I000C,I000B,I000C,H000E_Y_H000F_I000E_Y_I000F,H000E_Y_I000E,H000F_Y_I000F,H000E_Y_H000F,H000E,H000F,I000E_Y_I000F,I000E,I000F,J000A_J000B_J000C,J000B,J000C,J000A_Y_H000A,J000B_Y_H000B,J000C_Y_H000C,K000A,K321A,K322A,K324A,K200A,K421A,K412A,K521A,K590A,K610A,K620A,K720A,K999A_Y_K810A_Y_K820A,M000A,M321A,M322A,M200A,M323A,M510A,M590A,M999A,O111A,O112A,O200A,P000A,Q000A,Q100A,Q200A,Q300A,Q400A,Q900A,Q000B,Q100B,Q200B,Q300B,Q400B,Q900B,Q000C,Q100C,Q200C,Q300C,Q400C,Q900C,Q000D,Q100D,Q200D,Q300D,Q400D,Q900D,ESTATUS
23,Construcción,2022,03,Baja California Sur,8063,6685,1379,7486,6119,1368,577,566,11,20522,17004,3517,18883,15397,3486,1639,1608,31,1041487,863251,178236,139118,141083,130326,3344152,2022378,334387,43,3822,102131,10264,141832,42315,54078,1302,255586,376015,6063800,5283164,663380,7366,11502,3967,0,94422,5868534,774521,0,104809,1860120,950770,280397,486349,104142,38462,216909,108784,12188,85346,6053,4538,85135,17057,5883,60240,1384,571,4234,2000,1067,1167,0,0,Cifras definitivas
23,Construcción,2022,04,Campeche,6246,5322,924,6203,5291,911,43,31,13,15542,13366,2176,15433,13291,2142,109,75,34,2670981,2312096,358884,430629,436953,393902,4466807,1179112,121967,1479,37574,428026,8059,548611,31858,6743,1936,73935,2027505,10142097,9419397,180453,326979,1380,74618,5259,134010,7963688,180218,63,33677,3042507,2041944,384081,223767,123783,268932,283720,224790,9795,32804,8924,7407,59859,47989,76,7903,1327,2564,24841,21104,0,1677,1773,287,Cifras definitivas
23,Construcción,2022,05,Coahuila de Zaragoza,21862,18549,3313,21137,17996,3141,725,553,172,54311,46066,8245,52225,44474,7751,2086,1592,494,4756489,4034607,721882,225034,224193,229858,9159840,5303217,79618,106269,37323,514959,30776,345091,115158,151437,328,1342442,1133222,19165377,15968950,2232105,39809,221243,424650,32386,246233,15721717,3944441,0,202085,6332017,3411637,998494,1466042,132626,323219,1058447,641472,44957,304437,19844,47737,206865,77413,43873,81077,2298,2204,33875,22371,0,11492,12,0,Cifras definitivas
23,Construcción,2022,06,Colima,5615,4701,914,5593,4689,903,23,11,11,13876,11543,2333,13819,11515,2305,57,28,28,655016,549403,105613,117123,117159,116937,1600167,1102710,55969,0,4329,104487,5945,29544,15227,1292,856,49018,230790,4716688,4450076,146850,53780,19983,16442,264,29293,2335810,145568,0,105067,1440274,639337,416211,306842,42305,35579,114445,40262,12860,50304,6762,4257,37082,11997,4880,17833,1558,813,9513,6022,0,3490,0,0,Cifras definitivas
23,Construcción,2022,07,Chiapas,5917,5129,788,5832,5059,773,85,70,15,14879,12823,2057,14634,12621,2014,245,202,43,596895,523071,73824,102344,103399,95444,2993451,2030037,76606,109,6307,215451,12509,133061,10430,11688,0,64263,432991,4730961,4061290,117301,24343,133,138121,704,389069,4063419,124984,0,74644,1976038,1110391,391071,362726,51279,60571,207226,108941,19382,63258,7927,7717,41285,13688,0,26496,978,124,10707,2295,7,8337,8,60,Cifras definitivas
23,Construcción,2022,08,Chihuahua,16022,12862,3160,14943,12122,2821,1079,740,339,37144,29701,7443,34307,27720,6587,2837,1981,856,3031783,2426920,604862,202896,200215,214414,18522716,7016140,1747927,13611,51208,406876,30803,170323,93844,148578,40652,8082533,720222,44370487,40006876,3520827,147887,383855,111579,54675,144787,24965680,3457653,1530,401753,6514134,3546586,1100204,1399757,227848,239739,863423,442706,50637,302501,40405,27174,204912,108868,19605,59862,10582,5995,23445,7956,0,15490,0,0,Cifras definitivas
23,Construcción,2022,09,Ciudad de México,87726,75753,11972,74642,63533,11109,13084,12221,863,228153,197345,30808,190421,162124,28297,37732,35221,2511,19445823,16611924,2833900,260522,261470,255099,111919035,54159574,5521523,18858,1129306,1647653,185846,2541940,1769282,4819440,39618,21581519,18504476,222495346,192298482,14062290,8525094,4230513,927291,147577,2304099,135689338,16657861,0,2556384,21644575,10451987,4490086,4374987,1268734,1058781,2600708,1751691,197789,410675,120121,120432,718733,422668,63413,132013,47391,53249,220814,93911,29699,91326,4001,1878,Cifras definitivas
23,Construcción,2022,10,Durango,6480,5567,913,6293,5380,913,187,187,0,16177,13903,2274,15749,13475,2274,428,428,0,860141,751693,108448,136674,139707,118796,3127101,2529122,82799,0,15,127119,8172,52297,12854,13866,1064,41592,258202,6023853,5601070,150245,1345,7943,116962,18372,127916,5530047,148091,0,57360,2725657,1662190,394087,534953,53317,81110,264234,177590,13678,63972,4502,4491,88238,49958,9537,25124,1657,1961,35067,21220,0,13693,59,95,Cifras definitivas
23,Construcción,2022,11,Guanajuato,27277,23696,3582,27107,23569,3538,171,127,44,68540,59555,8985,68050,59196,8855,490,359,131,3505691,2956181,549510,129328,125428,155306,11040947,7289893,872219,12896,26017,386295,22805,310267,45921,15299,4454,1068593,986289,26232091,23639136,2067755,85409,60243,38474,30361,310712,17710125,1828537,174750,442718,7221949,4047244,1279885,1569229,160555,165036,1091946,650811,44447,362437,19120,15131,309899,150414,36598,107985,7246,7656,37296,11708,0,18216,2355,5017,Cifras definitivas
23,Construcción,2022,12,Guerrero,3941,3236,704,3941,3236,704,0,0,0,9550,7804,1745,9550,7804,1745,0,0,0,527113,426700,100414,133754,131841,142546,961952,802795,14350,0,4440,52664,2868,22659,7576,0,0,29763,24836,1856241,1741431,40324,18689,0,24116,5494,26188,1785081,41501,0,9398,761206,251988,363458,102810,31154,11795,118174,69067,18145,25779,3827,1356,21056,11085,2333,6883,475,279,0,0,0,0,0,0,Cifras definitivas
23,Construcción,2022,13,Hidalgo,7264,5697,1567,7243,5685,1558,21,12,9,18739,14654,4086,18680,14619,4061,59,35,24,790728,618019,172709,109174,108720,110828,1890947,1206109,61734,4511,5472,139962,12839,33459,14002,0,2240,136815,273805,3641624,3126354,149169,6625,3061,73442,36493,246480,3667813,160828,0,140913,3337929,1606195,1162936,472894,51270,44635,324857,199287,38678,76133,4830,5928,71636,24327,27450,14539,1741,3578,12510,8596,0,3576,122,217,Cifras definitivas
23,Construcción,2022,14,Jalisco,56664,47690,8973,55308,46575,8733,1356,1115,240,142376,119954,22422,138482,116748,21733,3895,3206,689,8951461,7085406,1866055,161848,152128,213685,29716134,16175538,3642569,2497,176489,779785,90188,398380,206698,120100,6204,4761170,3356516,61076285,49666984,8134056,1252292,234983,403800,246087,1138082,53968587,7894689,414,255440,14995016,6538399,1658160,5231550,308514,1258393,2409131,734956,39360,1428480,46785,159551,525203,264718,58682,179951,15829,6023,57457,10182,2752,44381,140,2,Cifras definitivas
23,Construcción,2022,15,México,37873,30275,7598,37119,29708,7411,754,567,187,98172,78708,19464,96058,77103,18955,2114,1605,509,7627078,6086313,1540764,205477,204873,207895,25745262,14794896,1229150,357,329434,407494,42313,353749,177476,92726,20066,2498476,5799124,30095765,25966946,2515437,703579,195185,83589,40380,590648,35089339,2709428,0,73492,7581171,3897155,1459336,1277650,197750,749281,1361726,913818,65479,263776,29954,88699,100847,34947,1042,45443,15823,3591,33904,21799,0,9186,2604,315,Cifras definitivas
23,Construcción,2022,16,Michoacán de Ocampo,13727,11783,1943,13567,11688,1879,160,96,64,32904,28159,4745,32451,27886,4565,453,273,180,1614928,1392010,222918,119035,119099,118636,5163967,3627980,324570,0,10809,166571,23638,68269,21169,53665,6613,391066,469618,9484632,8525352,528326,33546,7652,94871,61460,233425,8181718,568145,0,443294,3552704,1937916,575650,772913,93522,172704,429493,272171,15153,117196,10770,14203,49682,22970,5035,12867,2665,6144,13824,7731,32,5995,45,20,Cifras definitivas
23,Construcción,2022,17,Morelos,4467,3620,847,4282,3510,771,185,110,76,11410,9200,2210,10892,8907,1985,518,293,225,435093,371207,63886,101617,105748,82815,1307136,902793,195761,0,1650,34717,19642,10855,9308,8860,0,67042,56509,2988051,2531839,333136,15249,6,3080,23318,81423,2338707,371689,0,70025,703597,340246,153275,140377,27914,41785,77565,40058,7303,20257,4430,5518,27594,5454,0,20215,1636,289,9703,842,0,8861,0,0,Cifras definitivas
23,Construcción,2022,18,Nayarit,6089,5288,800,6058,5271,786,31,17,14,15829,13726,2103,15739,13678,2061,90,49,41,1356981,1221415,135567,224013,231705,172440,3577265,2509868,256222,3775,3888,132214,30410,140222,13220,2653,4690,180721,299383,6997886,5417070,600315,17760,0,68206,1479,893056,5238213,634158,0,161145,2950750,1256345,1223323,390291,44223,36569,201181,90663,45448,56429,5265,3376,125599,89964,0,33336,1543,756,6339,3096,0,3243,0,0,Cifras definitivas
23,Construcción,2022,19,Nuevo León,38871,32545,6325,35689,30027,5661,3182,2518,664,102928,86385,16543,93794,79157,14637,9134,7228,1906,6521318,5485036,1036282,182728,182668,183044,37876855,22198532,3417735,70517,578698,700135,109586,692614,367702,509535,31911,5553771,3646119,69369325,60042097,6078984,1277681,381807,30562,124744,1433450,49170850,5575343,44839,1315009,10985441,4689285,2905332,2536070,433215,421540,1635730,841283,84463,582558,67295,60131,285864,189979,24934,40684,20062,10205,61511,36875,2180,20778,1678,0,Cifras definitivas
23,Construcción,2022,20,Oaxaca,10897,9179,1718,10875,9165,1710,22,13,8,26680,22431,4249,26623,22396,4227,57,35,22,1390554,1170148,220406,127862,127669,128898,1460664,1014004,1197,0,5261,75352,4681,61316,10563,2550,150,164736,120856,2058187,1864123,3632,17367,0,58461,8833,105771,1765902,4598,0,128511,1195258,482555,435809,228024,27699,21172,166443,93562,16430,48328,4991,3132,11754,7703,0,3495,433,122,1415,0,84,1331,0,0,Cifras definitivas
23,Construcción,2022,21,Puebla,13502,11363,2139,13102,11114,1988,400,249,151,34966,29523,5442,33871,28836,5034,1095,687,408,1532339,1312168,220171,116953,118061,110755,5358805,3922682,342627,41635,73567,187364,10839,133266,129261,17992,7006,221030,271536,9160691,7670299,522216,433231,176431,25877,95023,237615,7737742,611831,0,228656,3691252,1481911,1007855,890700,163900,146886,401315,175649,39742,147066,24645,14212,60106,28635,0,21635,6028,3808,36003,17558,1168,15731,202,1345,Cifras definitivas
23,Construcción,2022,22,Querétaro de Arteaga,15661,13161,2501,15617,13138,2479,45,23,22,37804,32010,5794,37677,31945,5732,127,65,62,2343015,1950414,392600,150031,148457,158377,10824025,6806125,543396,203758,52385,224016,38706,145534,49379,11956,16,1563710,1185045,15955287,12991688,1714163,272940,204241,143994,136119,492143,11763615,1644520,0,168316,3159731,1327372,1070729,557146,100982,103502,281462,145376,29028,88733,9633,8692,81391,38135,889,36919,3870,1578,32810,22846,995,8841,128,0,Cifras definitivas
23,Construcción,2022,23,Quintana Roo,7377,5829,1548,7208,5744,1463,169,84,84,17929,14058,3871,17458,13823,3636,471,235,235,1981741,1603258,378482,274949,279100,258655,2452462,1073790,304388,3753,5179,110128,11755,68622,20074,19075,1885,441921,391894,4284219,3418457,646563,71953,40615,44342,0,62288,3248616,746311,0,53587,1138153,701580,116875,234477,59012,26209,127314,77579,5499,36263,4685,3289,48725,22399,6639,12804,6086,797,1480,286,0,1157,34,3,Cifras definitivas
23,Construcción,2022,24,San Luis Potosí,10267,8251,2015,10150,8165,1985,117,86,30,26741,21434,5307,26403,21184,5219,338,250,88,1633637,1305305,328331,160949,159862,165418,5668490,2148002,546192,53375,95762,143118,34868,105708,107277,57115,6538,1723562,646973,16345679,7445707,2033076,264298,587851,13779,12627,5988340,5963176,2146954,30736,200429,2099884,511909,719175,578079,122813,167909,371886,136394,29991,171271,14716,19514,74340,6607,31721,17439,6548,12025,18944,844,0,15947,771,1383,Cifras definitivas
23,Construcción,2022,25,Sinaloa,18219,15458,2761,17424,14754,2670,795,704,91,44474,37732,6741,42166,35687,6478,2308,2045,263,2194843,2073007,121836,125967,140501,45640,9643649,6493333,640893,8619,20823,401635,23097,114391,35446,27489,5247,822769,1049908,18962835,15246773,2912868,39322,46972,239582,32995,444325,14361333,2748307,0,160723,5351848,2931272,1177849,1094920,66011,81796,747949,504088,30880,197030,8088,7864,330321,143147,10975,170112,4054,2034,18700,9065,2,9621,10,2,Cifras definitivas
23,Construcción,2022,26,Sonora,25354,21837,3517,24727,21512,3216,626,325,301,66182,57135,9047,64350,56185,8165,1832,951,882,4382964,3728612,654352,177251,173328,203496,13967883,6467448,1044527,25330,32544,640030,34717,496639,62953,70243,13013,1453609,3626830,23974432,20163594,2512175,190935,148442,36011,5005,918269,20535114,2333751,0,450359,10714111,3873486,4285087,2158000,282152,115387,1147259,662023,196383,223418,49756,15678,282633,91736,154731,28382,5139,2644,26885,18996,0,7816,64,8,Cifras definitivas
23,Construcción,2022,27,Tabasco,10486,8612,1875,10070,8370,1700,416,242,174,25870,21143,4728,24789,20511,4278,1081,632,449,3178596,2792108,386488,315647,333600,227284,10519161,4157227,198558,1901,2041751,347411,14717,247768,25413,45636,2861,281450,3154468,30760828,20526863,378404,9148882,61158,153567,32122,459833,5558815,363672,0,427163,4365656,2540288,1130428,517512,81501,95926,868336,672224,50645,120984,8450,16032,205856,107110,14188,69479,8493,6587,125206,30917,71679,9807,548,12255,Cifras definitivas
23,Construcción,2022,28,Tamaulipas,14732,12754,1979,14338,12466,1872,394,288,106,33064,28393,4671,32078,27678,4401,986,715,270,2609797,2249719,360078,182019,180470,192334,10076820,6483946,677078,0,91364,272491,38957,296596,38980,102902,884,1011511,1062112,15452582,13686327,1229892,226829,8999,229815,17625,53095,12974019,1219261,0,171295,6412130,3564484,1266946,1310451,129452,140797,712489,388091,48662,242039,19381,14317,113028,34960,1400,67913,2552,6203,42478,12833,4230,25293,9,114,Cifras definitivas
23,Construcción,2022,29,Tlaxcala,1059,850,209,1040,840,200,20,10,10,2789,2221,567,2736,2195,541,53,26,26,109976,86596,23380,105778,103081,117128,349339,247785,2870,0,867,15549,1569,8198,3862,1239,6402,17744,43255,853871,815654,4081,1193,2505,2123,0,28314,593243,4690,0,4082,283089,142321,54492,75859,6235,4182,50732,30704,1428,16902,975,723,5891,4534,0,1307,20,30,0,0,0,0,0,0,Cifras definitivas
23,Construcción,2022,30,Veracruz de Ignacio de la Llave,19131,16131,3000,18889,15994,2895,242,137,106,44961,37705,7256,44260,37310,6950,701,395,306,2367250,2009321,357929,125326,125630,123652,6663738,3539777,481799,15644,59731,330481,64117,306404,69589,15118,17715,781571,981791,12725268,10925166,896967,360652,0,210798,59747,271937,9837233,873368,0,160354,4994897,2391965,1234611,1072416,124102,171803,807790,463847,44834,257101,19212,22796,121565,63026,381,51928,5052,1177,44672,12900,994,30511,267,0,Cifras definitivas
23,Construcción,2022,31,Yucatán,21276,19198,2078,20980,19050,1930,295,148,148,54806,49353,5453,53954,48927,5027,852,426,426,3334239,3052756,281483,158922,160251,145809,12010593,8733047,625156,9167,50093,251266,39830,135182,113437,5583,332,901679,1145819,18852109,16794785,1412175,95157,61378,194242,29677,264694,16382786,1597374,0,592184,3860544,2014738,600408,841633,139856,263909,443563,217503,27194,152353,12403,34110,44689,27366,2700,6501,3488,4634,8331,26,0,7244,848,213,Cifras definitivas
23,Construcción,2022,32,Zacatecas,4863,4212,651,4727,4102,625,136,110,26,12533,10796,1737,12141,10477,1663,393,319,74,563408,487357,76050,119201,118820,121700,1505912,990129,106886,0,407,116675,4037,19047,4022,12296,3041,113522,135850,2570144,2209356,252859,3050,18901,18206,12259,55512,2209105,296859,0,75995,2461832,1439122,451193,434304,31061,106153,262265,161802,18045,72849,4120,5450,45638,18097,7000,18662,1189,689,18530,14803,0,3727,0,0,Cifras definitivas
23,Construcción,2023,00,Nacional,581876,489606,92270,557466,469315,88151,24410,20291,4118,1518612,1276778,241833,1465634,1233480,232154,52977,43298,9680,114474258,95932267,18541991,205348,204409,210343,514600815,294189174,24599084,684331,3537849,12914848,1548727,14431237,6199439,5584981,203450,67936279,82771418,803616037,682889214,63076245,17919224,6919243,4458660,1469114,26884339,696086705,70629110,249331,9662204,157103889,76640241,36032950,33207954,4876573,6346171,20960344,11920120,1379033,6294696,608955,757541,4786951,2450943,527772,1453940,200101,154196,987365,420959,114289,416134,14021,21962,Cifras preliminares
236,Edificación,2023,00,Nacional,269902,226252,43650,256549,215474,41074,13353,10778,2575,708646,595170,113476,675581,568168,107412,33066,27002,6063,44110615,36540319,7570295,171939,169581,184308,177594393,104878215,6795929,441412,1140161,2954209,556909,2415265,1127784,1680567,75546,40165217,15363179,354398711,306733454,19294042,5131336,4163027,1153499,913573,17009779,272189469,19823106,18271,4181648,54072089,19799397,16567232,12917353,1866991,2921116,7210576,3155348,633058,2880106,237791,304273,1190228,479455,163598,421587,79832,45757,254552,101699,38211,111048,1806,1788,Cifras preliminares
237,Construcción de obras de ingeniería civil,2023,00,Nacional,212554,180050,32504,202922,171419,31503,9632,8631,1002,546130,460921,85209,530188,447132,83056,15942,13789,2153,52809728,44691245,8118483,260247,260713,257707,279455840,155650002,8406172,169907,1274317,8330905,789845,11062164,4458499,3718027,82194,24975263,60538546,339965712,294876107,21619149,10944105,2143731,2966876,485354,6930390,349453003,26385230,0,3230852,73623378,47004669,11563236,11080924,1616870,2357679,10078164,6964961,397473,2160861,222347,332521,2620111,1706956,121427,624141,85148,82440,577598,275136,72220,199363,10778,20102,Cifras preliminares
238,Trabajos especializados para la construcción,2023,00,Nacional,99420,83304,16116,97996,82421,15574,1424,883,541,263836,220687,43149,259866,218181,41686,3970,2506,1464,17553916,14700703,2853212,179130,178360,183201,57550582,33660957,9396982,73013,1123371,1629735,201972,953808,613156,186387,45710,2795798,6869693,109251615,81279652,22163054,1843783,612484,338284,70187,2944170,74444233,24420774,231060,2249704,29408422,9836176,7902482,9209677,1392711,1067375,3671604,1799811,348502,1253728,148816,120746,976613,264532,242748,408212,35121,26000,155215,44125,3858,105724,1437,72,Cifras preliminares
23,Construcción,2023,01,Aguascalientes,7824,6146,1677,7316,5890,1426,508,256,251,20648,16185,4463,19330,15526,3805,1318,659,658,1165420,923055,242365,159302,156715,169993,5677516,3691045,195908,45060,91010,251685,28683,80209,17501,54385,10446,666435,545147,9542262,7999948,323810,450650,167942,56163,151411,392337,8732219,319895,0,285949,4586332,1662437,2237678,587747,49075,49395,522358,292781,76799,137364,8087,7326,19939,9138,0,7872,1299,1631,15350,12068,0,3012,0,270,Cifras preliminares
23,Construcción,2023,02,Baja California,17127,14173,2954,16482,13727,2755,645,446,199,45436,37783,7654,43801,36695,7106,1635,1087,548,3472407,2957798,514609,210676,215465,186808,14531809,7567633,968728,35024,43394,375608,23138,257392,97102,58091,3829,2241385,2860486,37504497,34114246,2149408,319697,163996,6391,1875,748885,29205052,2521895,0,204183,3761328,2083585,822625,676245,97315,81556,615610,407264,38261,144852,13145,12087,259629,190522,7737,44940,9880,6551,40806,18058,0,22310,438,0,Cifras preliminares
23,Construcción,2023,03,Baja California Sur,7169,5928,1241,6623,5385,1238,546,543,3,19499,16219,3281,17965,14691,3274,1534,1527,7,1039286,863319,175967,156916,160320,142113,3882450,2518519,325484,222,3794,123292,12738,180981,44530,42639,375,256218,373655,8489949,7732631,635843,7348,12040,3940,0,98147,6312929,740752,0,104508,1845570,943010,275944,484503,103780,38333,213590,106375,11975,84701,6029,4509,85080,17051,5883,60194,1382,569,4223,2000,1060,1164,0,0,Cifras preliminares
23,Construcción,2023,04,Campeche,5486,4618,868,5462,4601,861,24,17,8,14238,12136,2102,14181,12097,2083,58,39,19,2690913,2316055,374858,492682,503391,435451,5600202,1687011,129662,1769,34711,463173,12932,570859,30373,4558,1719,68334,2595100,11726423,10987791,200086,322424,1380,75205,2228,137308,9849680,190582,63,34672,3032224,2034508,377547,224743,124156,271270,280564,221951,9476,32621,8748,7768,64717,49326,76,9821,1495,3999,21037,18632,0,2380,25,0,Cifras preliminares
23,Construcción,2023,05,Coahuila de Zaragoza,22281,18916,3364,21693,18481,3212,588,436,152,57885,49136,8749,56264,47858,8406,1621,1279,342,4692743,3977913,714830,216325,215249,222518,11683313,6300975,378058,120362,33587,838425,43710,438947,139102,173872,581,1733288,1482406,19626243,15763859,2740581,36736,331478,425338,32357,295894,16064598,4000930,0,191116,6816025,3726096,1034224,1596271,134035,325399,1211680,750524,46769,346105,20062,48219,206812,77401,43873,80948,2385,2204,33711,22284,0,11415,12,0,Cifras preliminares
23,Construcción,2023,06,Colima,4843,4110,733,4821,4099,722,23,11,11,12568,10596,1972,12511,10568,1944,57,28,28,701988,592559,109428,145622,144559,151662,2131703,1602251,59229,0,4329,123938,6462,27331,15307,1292,856,51089,239619,3264023,3030165,111968,48652,19295,23307,264,30372,3127760,129042,0,100923,1424969,629895,412650,304754,42248,35422,113359,39806,12766,49814,6733,4240,36703,11885,4630,17826,1549,812,9254,5874,0,3381,0,0,Cifras preliminares
23,Construcción,2023,07,Chiapas,4755,4075,681,4752,4073,680,3,2,1,12262,10467,1795,12258,10465,1793,4,2,2,596659,520476,76183,125552,127794,112113,3351258,2184448,70183,138,11530,306426,14323,105875,13671,1,0,72340,572323,5512077,4635529,100137,46779,0,138042,1004,590585,4634426,90852,0,74640,1980088,1106058,390603,371376,51939,60113,207546,109768,19359,62856,7951,7611,43035,18449,0,23293,1124,169,10635,2295,7,8265,8,60,Cifras preliminares
23,Construcción,2023,08,Chihuahua,17340,13892,3448,16286,13164,3121,1054,727,327,43163,34522,8641,40676,32821,7856,2487,1702,785,3180139,2531396,648744,195269,192291,207832,25879002,9029766,1321715,13518,45194,417985,36125,161793,105133,160962,12710,13779719,794381,44696849,37158142,6607664,168253,391020,154465,42385,174920,31749920,5135684,1530,390705,6587216,3612180,1081972,1413848,236182,243035,876792,451776,49725,306037,41960,27294,204720,108809,19617,59718,10581,5994,23364,7894,0,15470,0,0,Cifras preliminares
23,Construcción,2023,09,Ciudad de México,137395,117524,19870,125252,106160,19092,12142,11364,778,340363,289943,50420,319572,270163,49410,20791,19781,1010,36318238,30472213,5846025,289960,287040,306200,226024626,127233912,5831939,12302,1262584,3648081,538994,8139640,2956818,3888285,40758,25294183,47177128,252984026,212037466,15346767,8343387,3669674,1092161,191463,12303108,267693548,21079069,0,2639284,21605264,10605953,4286508,4356084,1275460,1081260,2621363,1787836,187023,409339,118392,118773,719066,422745,63412,132290,47374,53245,220166,92226,31866,91311,3885,878,Cifras preliminares
23,Construcción,2023,10,Durango,6618,6016,602,6430,5828,602,188,188,0,17036,15490,1546,16599,15053,1546,436,436,0,1013604,932905,80700,157627,160059,134078,3163810,2493105,83711,0,15,115623,4110,47907,9434,13986,1064,60207,334649,8311624,7699983,153035,1345,9893,100756,2096,344516,5813436,150716,0,57360,2773666,1695268,397246,543904,54755,82493,264234,177590,13678,63972,4502,4491,88152,49958,9537,25124,1614,1918,29353,15506,0,13693,59,95,Cifras preliminares
23,Construcción,2023,11,Guanajuato,26207,22859,3348,26037,22733,3305,170,127,44,67888,59160,8727,67399,58802,8597,489,358,131,3052401,2577072,475329,117233,113365,143839,11169036,7410305,514760,12896,13190,471774,74849,355165,92112,16097,5085,1165966,1036837,23507394,20325587,2290821,34598,60901,49627,26797,719062,17487192,1900862,174750,437789,7342807,4142608,1277747,1590609,164833,167009,1093237,652399,44371,362261,19097,15110,309851,150414,36598,107930,7247,7662,37262,11674,0,18216,2355,5017,Cifras preliminares
23,Construcción,2023,12,Guerrero,3095,2497,598,3095,2497,598,0,0,0,7514,6015,1500,7514,6015,1500,0,0,0,428944,339337,89607,138583,135893,149812,690336,487475,55078,0,2750,60308,3864,21302,9414,0,0,23850,26294,1257848,1048997,139208,13103,0,26017,4925,25598,1571235,144085,0,8788,786614,241714,406286,99659,26916,12039,114612,65145,20287,24072,3629,1478,20673,11085,2333,6519,475,260,0,0,0,0,0,0,Cifras preliminares
23,Construcción,2023,13,Hidalgo,6868,5381,1487,6848,5370,1479,20,12,8,18265,14261,4004,18209,14228,3980,56,33,23,807856,656817,151039,117967,122322,102152,2732581,2020375,52501,4302,5662,134231,13749,29898,13631,0,2128,182230,273874,5204841,4627890,123858,7241,3061,101595,35044,306152,5012013,126420,0,128811,3282174,1580874,1141143,465304,50792,44062,321975,197839,37857,75658,4790,5832,70661,23764,27450,14286,1739,3422,12495,8596,0,3561,122,217,Cifras preliminares
23,Construcción,2023,14,Jalisco,54079,44970,9109,52826,43932,8894,1253,1037,215,145555,121599,23956,142526,119060,23466,3029,2540,490,10298788,8088450,2210339,194956,184111,248528,27920610,13762416,3554967,2961,178235,791936,103054,382750,1337650,89887,4873,4238846,3473034,51539002,38434874,8132097,1222889,216504,399217,224104,2909318,46803478,9781126,414,258699,14966166,6587166,1712721,5104163,310355,1251761,2349571,726268,40209,1378384,46644,158065,512161,257559,55003,178268,15573,5757,51836,7600,0,44095,140,0,Cifras preliminares
23,Construcción,2023,15,México,23611,18866,4745,23004,18445,4559,607,421,186,63183,50758,12426,61706,49623,12083,1478,1135,343,4950126,3912539,1037587,215182,212116,227588,16282287,10755622,1194856,0,292154,488085,53775,320890,207687,73312,20092,1301809,1574007,27872736,23735656,2626965,598056,85018,93812,49581,683649,24575921,2856511,0,73648,7461533,3954323,1468116,1328125,199238,511732,1378381,917319,65859,276307,30147,88749,100876,34968,1042,45451,15824,3591,33912,21802,0,9191,2604,315,Cifras preliminares
23,Construcción,2023,16,Michoacán de Ocampo,12798,10821,1977,12638,10725,1913,160,96,64,32003,26782,5221,31628,26552,5076,375,230,145,1729077,1491363,237714,136816,139051,124284,5816462,4281435,333838,0,10809,143141,20427,69544,15882,53665,6146,417229,464347,9218837,8229697,558364,33546,7652,94110,62043,233425,9059960,568145,0,430294,3466492,1910967,575650,740265,85680,153931,415158,264060,15153,114807,9479,11659,43931,20677,5035,12867,2457,2894,13538,7481,32,5995,29,0,Cifras preliminares
23,Construcción,2023,17,Morelos,4550,3691,859,4365,3581,784,185,110,76,11441,9271,2170,10957,8978,1979,484,293,191,438898,368596,70302,100545,102925,89675,3374243,2955828,194651,0,1588,34147,19293,10617,8050,8860,0,83322,57887,5289520,4840496,331402,14181,6,2999,23318,77119,4766199,368808,0,69496,697130,336112,153094,139438,27482,41004,77660,40867,7300,19855,4264,5375,26251,5454,0,18832,1665,299,8194,827,0,7367,0,0,Cifras preliminares
23,Construcción,2023,18,Nayarit,5791,5007,783,5760,4990,769,31,17,14,15181,13036,2145,15091,12988,2104,90,49,41,1117260,977901,139359,193983,195956,181182,4889634,3775686,226628,3775,3290,150994,31968,171225,12628,2653,4690,180721,325377,9983295,8515948,478030,16850,0,68206,1479,902782,6722278,554000,0,155352,2983037,1279185,1223323,398908,44678,36944,202871,91590,45448,57103,5307,3423,125599,89964,0,33336,1543,756,6339,3096,0,3243,0,0,Cifras preliminares
23,Construcción,2023,19,Nuevo León,47071,39713,7358,43713,37023,6690,3358,2690,668,128845,108565,20280,119539,101163,18376,9306,7402,1904,8131708,6972516,1159192,186026,188330,173278,40470912,23971300,3390876,55911,573997,748374,107956,836332,357198,532908,30080,6120561,3745421,83484017,72876539,6773781,1328030,437773,80354,123543,1863998,59971018,6367114,44839,1314861,11064055,4739278,2903994,2553326,444839,422618,1633966,840085,84446,582070,67261,60104,285840,189977,24934,40684,20043,10203,58778,34142,2180,20778,1678,0,Cifras preliminares
